code,year,stknme,FS_Combas-A001101000,FS_Combas-A001000000,FS_Combas-A002000000,FS_Combas-A002100000,FS_Combas-A002200000,FS_Combas-A002101000,FS_Combas-A002201000,FS_Combas-A003000000,FS_Comins-B002000000,Shrcr1,Shrhfd5,listing_year
600546.0,2020,山煤国际,5304957580.29,40110750531.25,29251828932.53,17782626135.78,11469202796.75,4771336366.36,8843227847.85,10858921598.72,935361685.14,60.4304,0.365551,2003.0
600547.0,2020,山东黄金,3291068646.47,63859450125.18,32206964772.44,25552183798.23,6654780974.21,7865720807.33,677500000,31652485352.74,2541184558.63,38.7513,0.185464,2003.0
600548.0,2020,深高速,5549304352.44,55144962042.63,28865852158.86,14035488201.38,14830363957.48,1341218126.43,6511333267.55,26279109883.77,2235555747.19,33.4547,0.240223,1997.0
600549.0,2020,厦门钨业,1145540949.99,25103875213.03,15177488739.37,12589576600.25,2587912139.12,4900402467.78,2070897208.45,9926386473.66,956395289.59,32.0461,0.117575,2002.0
600550.0,2020,保变电气,1188866986.98,5641030338.45,4883773595.35,3827900461.08,1055873134.27,1412000000,985000000,757256743.1,24997013.01,44.5574,0.235542,2001.0
600551.0,2020,时代出版,2071516590.75,7038759938.2,2182262591.02,2085637509.39,96625081.63,62364454.79,,4856497347.18,268431830.89,59.4525,0.358553,2002.0
600552.0,2020,凯盛科技,856793428.27,7533129776.66,4721737036.16,4152897800.24,568839235.92,1722759953.66,476620000,2811392740.5,187557507.86,21.83,0.050149,2002.0
600553.0,2020,太行水泥,,,,,,,,,,,,2002.0
600555.0,2020,退市海创,60089002.28,1997935847.45,1155658627.63,1135286306.89,20372320.74,,,842277219.82,-205675998.08,13.814,0.03934,1999.0
600556.0,2020,天下秀,2293824087.37,4232267000.88,930280497.41,811637500.54,118642996.87,,,3301986503.47,293461606.43,18.3995,0.051595,2001.0
600557.0,2020,康缘药业,768812214.18,6118508375.52,1791779701.68,1696041749.78,95737951.9,488000000,,4326728673.84,274026037.81,29.7148,0.094098,2002.0
600558.0,2020,大西洋,312798882.01,3076140112.66,778437174.18,726440240.49,51996933.69,238995105.07,619599.59,2297702938.48,124106824.93,33.3726,0.111935,2001.0
600559.0,2020,老白干酒,1142685424.85,6465115089.32,2993960869.22,2821077509.68,172883359.54,415000000,,3471154220.1,313163073.63,25.6321,0.070232,2002.0
600560.0,2020,金自天正,65887125.52,1962560519.18,1125076033.45,1107230927.4,17845106.05,,,837484485.73,40264302.84,42.9524,0.184905,2002.0
600561.0,2020,江西长运,482555295.33,5746500758.48,4320879716.11,3786292093.23,534587622.88,2264364118.01,70139744.63,1425621042.37,-331842221.45,23.0869,0.081566,2002.0
600562.0,2020,国睿科技,1070825991.11,7773487437.62,3451570461.68,3413575091.95,37995369.73,,,4321916975.94,465819320.17,56.6082,0.330237,2003.0
600563.0,2020,法拉电子,752756443.14,3650106683.75,708963464.07,652532577.29,56430886.78,10010133.89,,2941143219.68,564327158.11,37.3333,0.14836,2002.0
600565.0,2020,ST 迪马,7028764373.64,81727740443.7,63438649863.11,52402237302.41,11036412560.7,2973684669.4,8699714373.77,18289090580.59,2076167775.74,34.5689,0.123224,2002.0
600566.0,2020,济川药业,2959156601.04,10515832622.85,2752651384.65,1967009962.34,785641422.31,,,7763181238.2,1277212486.54,46.9185,0.236016,2001.0
600567.0,2020,山鹰国际,4076763517.82,45436554328.13,28207643922.17,18352030705.8,9855613216.37,11681403716.13,4951738528.69,17228910405.96,1389280686.31,28.243,0.081944,2001.0
600568.0,2020,ST 中珠,698609658.27,4525334908.56,545442455.38,459196500.72,86245954.66,8000000,17721067.72,3979892453.18,14591074.89,17.4177,0.055945,2001.0
600569.0,2020,安阳钢铁,8337412282.87,40507278459.97,29657806540.99,26076952008.56,3580854532.43,4469000000,1619080000,10849471918.98,228779430.67,66.7837,0.446123,2001.0
600570.0,2020,恒生电子,1374842591.24,9971144688.34,4933383876.61,4616281254.92,317102621.69,46718265.9,206090358.06,5037760811.73,1363152354.21,20.7206,0.051548,2003.0
600571.0,2020,信雅达,76291667.18,1663814695.53,616162483.97,601443047.16,14719436.81,,,1047652211.56,107027776.33,17.7806,0.035571,2002.0
600572.0,2020,康恩贝,1575057825.63,9278585412.77,3929168800.83,3252806194.04,676362606.79,1748471214.47,502710229.06,5349416611.94,549199505.09,20.0,0.050121,2004.0
600573.0,2020,惠泉啤酒,738668261.52,1252081745.18,84383236.23,73863571.9,10519664.33,,,1167698508.95,28992909.83,50.0778,0.251075,2003.0
600575.0,2020,淮河能源,1402109491.45,17622591033.37,6664321728.15,5004719311.19,1659602416.96,2022895564.59,1223613922.68,10958269305.22,515029493.44,56.6121,0.325368,2003.0
600576.0,2020,祥源文旅,290514652.79,1161862949.64,157687354.6,140308124.79,17379229.81,1000000,,1004175595.04,33022592.2,33.3851,0.122602,2003.0
600577.0,2020,精达股份,1102444266.85,8965775684.24,4681190149.58,3924562121.3,756628028.28,1141163897.88,24801673.07,4284585534.66,501006094.19,13.0248,0.033242,2002.0
600578.0,2020,京能电力,3704965733.42,80746743337.68,49474974482.28,18766648846.61,30708325635.67,5263811495.29,23772579590.6,31271768855.4,1760796426,42.5267,0.246999,2002.0
600579.0,2020,中化装备,1147094527.82,16007184807.06,10697097605.59,5169205177.47,5527892428.12,599803352.36,2318812953,5310087201.47,-229989894.66,41.6875,0.257369,2002.0
600580.0,2020,卧龙电驱,2209619583.98,20816730496.18,12632051194.71,8813861565.22,3818189629.49,2371452688.83,2957602820.61,8184679301.47,922628534.06,32.3255,0.109234,2002.0
600581.0,2020,八一钢铁,2407635865.98,22444779052.59,17939358127.89,17441014826.09,498343301.8,5808635197.23,440638611.11,4505420924.7,316278230.76,50.0222,0.250328,2002.0
600582.0,2020,天地科技,6881974941.29,38329013236.99,15729510233.13,13159504998.97,2570005234.16,309000000,111760000,22599503003.86,1656855210,55.5445,0.317746,2002.0
600583.0,2020,海油工程,1571972271.52,33281896169.53,10616679129.72,9613446143.81,1003232985.91,233209458.35,436199699.03,22665217039.81,365531275.4,48.3637,0.239913,2002.0
600584.0,2020,长电科技,2234731363.11,32328196228.34,18918493942.7,13845757478.09,5072736464.61,5288403011.19,2978402375.06,13409702285.64,1305983885.08,18.0,0.055561,2003.0
600585.0,2020,海螺水泥,62177167697,200972758011,32755937453,24223118094,8532819359,1982276038,3309680477,168216820558,36370179229,36.3986,0.198516,1997.0
600586.0,2020,金晶科技,1508661774.61,9618734437.26,5179388852.06,4725344200.54,454044651.52,1474852391.54,243276269.06,4439345585.2,350806371.64,32.03,0.102871,2002.0
600587.0,2020,新华医疗,1350653600.95,11553848218.81,6695780302.34,6065132962.75,630647339.59,1811538985.18,412748358.09,4858067916.47,239400663.77,28.7745,0.085882,2002.0
600588.0,2020,用友网络,5604880919,16950263178,8402987435,7950143011,452844424,2375398000,,8547275743,1051381443,28.1662,0.097665,2001.0
600589.0,2020,大位科技,718395800.59,3641421244.81,2322557556.46,2020120176.31,302437380.15,982900000,275000000,1318863688.35,-1215234882.81,19.5612,0.061969,2001.0
600590.0,2020,泰豪科技,2024620452.83,13870091545.73,9917985818.52,8384724358.44,1533261460.08,3035700987.62,1063588477.67,3952105727.21,-216471513.75,19.4829,0.064615,2002.0
600591.0,2020,*ST 上航,,,,,,,,,,,,2002.0
600592.0,2020,龙溪股份,278022592.28,2943052852.93,871152597.64,405116622.71,466035974.93,23025688.77,244000000,2071900255.29,139360413.78,37.8507,0.14548,2002.0
600593.0,2020,大连圣亚,65481512.96,2099700770.83,1498031396.26,735851675.08,762179721.18,161998555.51,452537639.79,601669374.57,-73146853.28,24.0261,0.084716,2002.0
600594.0,2020,益佰制药,617434469,5054754241.62,1763260831.85,1536056871.4,227203960.45,745553000,94381739.36,3291493409.77,202474230.79,23.4185,0.055755,2004.0
600595.0,2020,中孚实业,893384487.85,20266150475.35,20378232772.52,12941393040.08,7436839732.44,1392165460.84,3881966101.58,-112082297.17,-2593114574.25,41.3644,0.185214,2002.0
600596.0,2020,新安股份,1318622273.51,12456880687.99,5220176568.26,4376158277.26,844018291,1018504061.35,765828917.08,7236704119.73,646738045.88,12.4293,0.030318,2001.0
600597.0,2020,光明乳业,2949351186,20309910295,11394646209,9006812147,2387834062,1314421625,477306993,8915264086,785141962,51.623,0.267467,2002.0
600598.0,2020,北大荒,1644706876.6,8093774209.5,1370355609.95,1258202788.74,112152821.21,,2984954.93,6723418599.55,971635316.58,64.1433,0.4118,2002.0
600599.0,2020,*ST 熊猫,31659678.03,786654419.19,161562031.85,161562031.85,,90078766.35,,625092387.34,46124932.12,24.0964,0.094519,2001.0
600600.0,2020,青岛啤酒,18466880608,41514185835,20146133669,15509945598,4636188071,703273054,,21368052166,2326968805,45.0019,0.308941,1993.0
600601.0,2020,方正科技,953368693.51,8986410598.75,8240048535.41,7348281985.35,891766550.06,1183836318.66,573955921.33,746362063.34,-919912202.43,12.5898,0.017629,1990.0
600602.0,2020,云赛智联,3140243883.76,6248247780.27,1733120149.87,1714672150.21,18447999.66,25000000,,4515127630.4,288720952.82,28.0285,0.08308,1990.0
600603.0,2020,ST 广物,2596651270.93,17205922807.91,10090343662.34,7903781613.34,2186562049,92223787.43,1214529600,7115579145.57,852965091.73,43.0551,0.198365,1992.0
600604.0,2020,市北高新,771836028.65,19109142594.55,10730914367.24,6615846991.36,4115067375.88,1949500000,1789350211.89,8378228227.31,181912628.2,37.0717,0.143932,1992.0
600605.0,2020,汇通能源,33753702.34,858815674.67,84281311.21,83734549.69,546761.52,,,774534363.46,49587009.94,54.1623,0.299338,1992.0
600606.0,2020,绿地控股,103470840304.73,1397336286405.47,1242062409028.87,1023050351434.28,219012057594.59,31874052392.41,167739609433.83,155273877376.6,21135659525.97,29.1296,0.195142,1992.0
600607.0,2020,上实医药,,,,,,,,,,,,1992.0
600608.0,2020,*ST 沪科,63147638.48,208645539.35,143879566.92,141596799.9,2282767.02,,,64765972.43,2187760.71,12.007,0.021107,1992.0
600609.0,2020,金杯汽车,1824777971.69,4903124191.87,3753102467.12,3109423367.08,643679100.04,867186084.55,18144964.34,1150021724.75,-283637450.03,20.3191,0.072361,1992.0
600610.0,2020,中毅达,104461574.52,1394550974.95,1304616299.44,550037615.91,754578683.53,182369890.9,,89934675.51,45558329.03,24.2702,0.068406,1992.0
600611.0,2020,大众交通,1875600034.13,17231206154.08,7429458051.27,6009695931.67,1419762119.6,2131521203.02,453468034.36,9801748102.81,570354557.71,20.0153,0.043094,1992.0
600612.0,2020,老凤祥,5604787630.39,19563274343.85,10148840217.15,9169688550.19,979151666.96,6250580387.77,900000000,9414434126.7,2072331290.33,42.0884,0.178661,1992.0
600613.0,2020,神奇制药,481486302.33,3097971351.94,770278871.27,457391638.24,312887233.03,2719000,285500000,2327692480.67,-353473020.31,24.585,0.096088,1992.0
600614.0,2020,退市鹏起,12205253.1,2477809979.61,2445711276.13,1562579580.9,883131695.23,550825634.76,,32098703.48,-158197445.23,11.4262,0.023465,1992.0
600615.0,2020,丰华股份,18332605.73,676698305.92,42600237.55,26814788.31,15785449.24,,,634098068.37,1464345.93,33.4545,0.113714,1992.0
600616.0,2020,金枫酒业,408560711.35,2268420218.88,318966017.42,253990941.2,64975076.22,30035879.4,,1949454201.46,17371468.42,34.8805,0.125297,1992.0
600617.0,2020,国新能源,2947291476.39,27865309842.78,24647359025.88,12670748103.48,11976610922.4,6486401678.62,8937245076.21,3217950816.9,-978111440.14,31.6407,0.14135,1992.0
600618.0,2020,氯碱化工,2221037019.1,6214957737.22,939319363.98,805730882.51,133588481.47,,,5275638373.24,601357937.66,46.5934,0.217227,1992.0
600619.0,2020,海立股份,2278407485.77,14947903638.64,9481875714.37,8373428610.9,1108447103.47,1677349042.29,269600000,5466027924.27,206884603.32,23.967,0.076114,1992.0
600620.0,2020,天宸股份,264896175.23,2937105335.82,469898403.93,61557579.91,408340824.02,,,2467206931.89,102615817.21,25.081,0.094626,1992.0
600621.0,2020,华鑫股份,8538109041.1,27266933188.69,20242728750.04,17271936033.44,2970792716.6,343969600.51,190905539.89,7024204438.65,692602884.75,34.1196,0.139264,1992.0
600622.0,2020,光大嘉宝,3495206099.85,33877031187.46,23932344055.05,9493477587.77,14438866467.28,,8444411703.42,9944687132.41,378746869.42,14.0999,0.047943,1992.0
600623.0,2020,华谊集团,8926191973.82,45592772067.97,24477592842.73,19388178247.7,5089414595.03,1936959964.77,1680631936.66,21115179225.24,407143805.61,42.5094,0.231762,1992.0
600624.0,2020,复旦复华,306812005.76,2091207013.01,1046422609.88,900664439.85,145758170.03,413000000,,1044784403.13,-54884075.89,18.7434,0.048401,1993.0
600625.0,2020,PT 水仙,,,,,,,,,,,,1993.0
600626.0,2020,申达股份,1422491577.64,9408268266.69,6530980261.69,4630418751.23,1900561510.46,685093911.94,1566861154.32,2877288005,-974576897.71,31.0724,0.098218,1993.0
600627.0,2020,上电股份,,,,,,,,,,,,1993.0
600628.0,2020,新世界,1657088113.56,6090714857.62,1746290572.83,1715635312.6,30655260.23,870000000,,4344424284.79,71202143.66,20.7265,0.070551,1993.0
600629.0,2020,华建集团,2187534362.18,11617476200.2,8317227300.65,8263918047.81,53309252.84,439128363.53,5000000,3300248899.55,237552364.16,54.4944,0.319088,1993.0
600630.0,2020,龙头股份,385616115.14,2626494109.33,1078600268.42,964545152.67,114055115.75,480958917.28,100091055.55,1547893840.91,-291457396.78,30.083,0.090918,1993.0
600631.0,2020,百联股份,,,,,,,,,,,,1993.0
600632.0,2020,华联商厦,,,,,,,,,,,,1993.0
600633.0,2020,浙数文化,808463066.73,11187229996.25,1902521081.17,1713860429.02,188660652.15,622744067.49,172230388.58,9284708915.08,709209758.79,47.1997,0.225471,1993.0
600634.0,2020,退市富控,1640082.7,1972055206.03,6150899632.7,3558609240.03,2592290392.67,952200000,,-4178844426.67,-1880321415.07,15.2635,0.042924,1993.0
600635.0,2020,大众公用,2146968962.44,23622080255.74,13746014895.36,8901461371.48,4844553523.88,3180862454.67,373095034.9,9876065360.38,594342272.45,18.0712,0.063541,1993.0
600636.0,2020,*ST 国化,771963709.8,3262279119.21,216337788.75,212835281.99,3502506.76,,,3045941330.46,157867983.1,24.6604,0.076671,1993.0
600637.0,2020,东方明珠,7757485718.13,44058872352.95,9149109144.53,7972121816.43,1176987328.1,20016667.38,654585820.24,34909763208.42,1561119320.99,45.9754,0.214454,1993.0
600638.0,2020,新黄浦,4418179425.9,20092913489.24,15585309994.11,11464138975.38,4121171018.73,,1780860000,4507603495.13,315092473.07,17.9242,0.081379,1993.0
600639.0,2020,浦东金桥,2077057029.78,30030121056.4,19048615482.41,11814139916.29,7234475566.12,2397230416.67,3115260000,10981505573.99,1100643251.72,49.3652,0.24625,1993.0
600640.0,2020,国脉文化,1566772406.17,6614866466.27,1622998054.76,1559785709.86,63212344.9,,,4991868411.51,14542981.2,51.1579,0.283669,1993.0
600641.0,2020,万业企业,2211924218.78,7714758912.09,1043493683.07,824446412.76,219047270.31,11535353.32,,6671265229.02,295025895.88,28.4363,0.105762,1993.0
600642.0,2020,申能股份,8767629488.83,76298435588.9,37363331242.17,16487731012.56,20875600229.61,6945930943.88,12897244507.68,38935104346.73,3039981868.56,53.4716,0.297719,1993.0
600643.0,2020,爱建集团,2511283871.29,27074028284.78,15351022326.47,8336485374.85,7014536951.62,3569836634.09,4378469767.99,11723005958.31,1351983577.88,29.8,0.105468,1993.0
600644.0,2020,乐山电力,228648957.86,3998923590.43,2177183422.63,1433958357.77,743225064.86,295000000,374000000,1821740167.8,111927833.62,19.2437,0.101739,1993.0
600645.0,2020,中源协和,1060319378.62,4879569536.17,1377191804.9,1300015430.19,77176374.71,,37534587.12,3502377731.27,-126921618.83,12.3277,0.028798,1993.0
600646.0,2020,ST 国嘉,,,,,,,,,,,,1993.0
600647.0,2020,退市同达,264266628.88,504521343.65,177561268.46,177561268.46,,,,326960075.19,11869142.38,40.6821,0.168662,1993.0
600648.0,2020,外高桥,6241007202.41,39296170602.77,28060354014.53,18676749710.02,9383604304.51,7625308195.96,3221795492.02,11235816588.24,769441720.56,53.0345,0.28205,1993.0
600649.0,2020,城投控股,18239728887.41,61524143104.88,40174747402.94,26856459942.25,13318287460.69,8910100000,4399565778,21349395701.94,769379397.57,46.4631,0.222708,1993.0
600650.0,2020,锦江在线,1316456803.86,5158991115.49,1221091070.69,861678131.6,359412939.09,72495504.81,,3937900044.8,266081526.87,38.5393,0.148643,1993.0
600651.0,2020,飞乐音响,1752409805.33,9108455229.47,6264805786.12,2634608331.03,3630197455.09,331761787.65,2550700672,2843649443.35,432960675.16,33.2223,0.182974,1990.0
600652.0,2020,退市游久,74632691.29,1834720309.9,82919005.77,61004406.48,21914599.29,,,1751801304.13,-27461900.22,18.331,0.051736,1990.0
600653.0,2020,申华控股,375475820.38,5222137122.07,3543680954.71,2373878560.59,1169802394.12,1121365823.17,1060331052.62,1678456167.36,-681620010.37,11.6838,0.025786,1990.0
600654.0,2020,中安科,502468086.33,4629666515.76,4537054504.82,3396038718.75,1141015786.07,239763030.41,625870459.57,92612010.94,-182335142.27,41.1511,0.171056,1990.0
600655.0,2020,豫园股份,15854401861.06,112247189640.33,72181428700.07,46641292211.91,25540136488.16,6313698489.35,16118497103.67,40065760940.26,4023253336.78,26.3526,0.086546,1992.0
600656.0,2020,退市博元,,,,,,,,,,,,1990.0
600657.0,2020,信达地产,21126505747.35,94278648054.25,70068047292.37,50965898128.64,19102149163.73,480806666.63,11069450295.83,24210600761.88,1744457510.42,55.0896,0.339913,1993.0
600658.0,2020,电子城,3848159522.51,17810219617.69,10544744407.47,6244916299,4299828108.47,1452805416.65,1080313835.63,7265475210.22,545691428.65,45.4862,0.214737,1993.0
600659.0,2020,*ST 花雕,,,,,,,,,,,,1993.0
600660.0,2020,福耀玻璃,8809985853,38423625184,16832717886,12131252844,4701465042,6165804499,1985000000,21590907298,2598450936,19.6023,0.075205,1993.0
600661.0,2020,昂立教育,893916771.86,2498891157.17,1845784618.29,1830069897.58,15714720.71,170100000,,653106538.88,-284773408.25,10.1344,0.033444,1993.0
600662.0,2020,外服控股,1604965092.4,6855504368.22,3301871294.26,3176465741.64,125405552.62,2000000000,,3553633073.96,56355004.26,45.0029,0.203303,1993.0
600663.0,2020,陆家嘴,3910256825.42,101354354265.44,67576767807.87,43481778445.01,24094989362.86,13315765645.07,14410072370.28,33777586457.57,5013426078.36,56.4178,0.320083,1993.0
600664.0,2020,哈药股份,896999987.56,11847534453.08,7858964273.05,7306789780.98,552174492.07,1634083627.24,36700920.55,3988570180.03,-1045250236.16,46.7993,0.220303,1993.0
600665.0,2020,天地源,7207366418.29,33955338363.8,29723275340.41,19461991536.65,10261283803.76,,6557348000,4232063023.39,348776905.05,57.5151,0.331515,1993.0
600666.0,2020,奥瑞德,52468576.13,2952180363.25,2873214340.92,2294722814.57,578491526.35,813559858,185959934.23,78966022.33,-684343494.57,18.925,0.057426,1993.0
600667.0,2020,太极实业,4302907073.55,21439026119.05,13300998515.84,11873633819.13,1427364696.71,3272211889.53,1240993646,8138027603.21,950344056.39,29.9163,0.095203,1993.0
600668.0,2020,尖峰集团,229716944.47,6343403210.96,1622489290.17,1322965117.7,299524172.47,381174979.21,90107250,4720913920.79,646125802.9,16.1484,0.0266,1993.0
600669.0,2020,*ST 鞍成,,,,,,,,,,,,1993.0
600670.0,2020,*ST 斯达,,,,,,,,,,,,1993.0
600671.0,2020,天目药业,7574036.74,442510197.01,349177858.9,251887179.76,97290679.14,113387314.34,,93332338.11,-51549021.31,22.0067,0.094091,1993.0
600672.0,2020,*ST 华圣,,,,,,,,,,,,1993.0
600673.0,2020,东阳光,5372600183.99,27803925341.55,17903204897.46,14534895550.46,3368309347,6309689158.09,1501474311.45,9900720444.09,799109146.91,27.9669,0.115111,1993.0
600674.0,2020,川投能源,604033064.44,41329132241.17,11571435382.2,5394274490.09,6177160892.11,3398376782.32,1603288941.5,29757696858.97,3209998367.37,53.2571,0.307016,1993.0
600675.0,2020,中华企业,11558570856.71,49344217778.97,31880115772.93,20857740780.5,11022374992.43,,4996815201.6,17464102006.04,1983806342.86,68.445,0.474562,1993.0
600676.0,2020,交运股份,1975635622.76,8357336617.5,2424915288.47,2340022420.56,84892867.91,190807055.12,150000,5932421329.03,-258466010.07,31.9178,0.126353,1993.0
600677.0,2020,*ST 航通,,,,,,,,,,,,1993.0
600678.0,2020,四川金顶,28129692.35,494339948.56,331101713.75,206562307.45,124539406.3,,20000000,163238234.81,38361561.18,20.503,0.043405,1993.0
600679.0,2020,上海凤凰,464672325.8,2679521384,755273767.11,677710669.12,77563097.99,30546630.33,27482800.46,1924247616.89,107399846.46,25.1975,0.08571,1993.0
600680.0,2020,*ST 上普,,,,,,,,,,,,1993.0
600681.0,2020,百川能源,605065905.15,8013778823.51,3629421054.08,2247660331.08,1381760723,280600000,655980000,4384357769.43,522845821.86,35.5302,0.162892,1993.0
600682.0,2020,南京新百,7200634559.59,24628076122.85,7678462534.86,6781332474.99,897130059.87,1539215672.82,36527189.9,16949613587.99,901699484.14,35.9907,0.138986,1993.0
600683.0,2020,京投发展,4891184956.42,49809537392.2,41399263200.14,15417860697.91,25981402502.23,75117812.5,20994623546.43,8410274192.06,1063345903.14,38.0,0.189367,1993.0
600684.0,2020,珠江股份,4263492118.56,30305559301.1,27157088209.64,20757339855.63,6399748354.01,,2444342509.89,3148471091.46,-617076129.22,31.098,0.100863,1993.0
600685.0,2020,中船防务,8767750124.49,38937517272.52,21386375034.79,18498603048.1,2887771986.69,2049871666.7,2117721642.34,17551142237.73,3626830196.89,41.6856,0.29192,1993.0
600686.0,2020,金龙汽车,4689181522.82,23720800179.88,17402220127.2,13989683474.41,3412536652.79,1423916600.51,1686355158.2,6318580052.68,60762143.74,32.2472,0.119474,1993.0
600687.0,2020,退市刚泰,,,,,,,,,,,,1993.0
600688.0,2020,上海石化,7920852000,44749173000,15394155000,15232246000,161909000,1548000000,,29355018000,639436000,50.4443,0.357213,1993.0
600689.0,2020,上海三毛,292722233.51,686566065.43,260137504.16,218214983.82,41922520.34,,,426428561.27,-34846547.21,25.9508,0.068548,1993.0
600690.0,2020,海尔智家,46461329426.91,203459495879.65,135348488708.01,109392850329.32,25955638378.69,7687908165.88,11821416259.81,68111007171.64,11322616277.28,20.1702,0.080532,1993.0
600691.0,2020,阳煤化工,4866051835.17,24215478711.81,17866035829.95,16808651098.81,1057384731.14,8524660382.35,524716775.74,6349442881.86,23661189.05,24.1868,0.084045,1993.0
600692.0,2020,亚通股份,587646682.26,2818058795.89,1870427708.74,1708619273,161808435.74,259127845.82,133489332,947631087.15,65369134.07,32.5052,0.106922,1993.0
600693.0,2020,东百集团,650260410.02,11960030955.27,7774974396.45,3612250599.23,4162723797.22,413478523.53,3594160607.99,4185056558.82,269571801.88,45.6172,0.215397,1993.0
600694.0,2020,大商股份,3383237875.94,17273510536.86,7699292960.11,6683014960.37,1016277999.74,80000000,69000000,9574217576.75,533507130.46,29.5067,0.097976,1993.0
600695.0,2020,退市绿庭,55539393.15,960638602.76,299879971.16,103191276.05,196688695.11,16037260.42,,660758631.6,-25895909.13,15.6971,0.029545,1993.0
600696.0,2020,*ST 岩石,15620964.47,403008583.79,74031734.31,69338812,4692922.31,,,328976849.48,7848435.31,40.5328,0.18183,1993.0
600697.0,2020,欧亚集团,1243349936.89,22103660271.48,16740893202.23,14686653479.96,2054239722.27,5518000000,868500000,5362767069.25,196796139.66,24.5235,0.062644,1993.0
600698.0,2020,湖南天雁,363289059.8,1272452054.96,493022589.16,483025954.85,9996634.31,,,779429465.8,10202403.4,37.398,0.139896,1993.0
600699.0,2020,均胜电子,8650017094,56265148450.97,36796621439.47,20523973736.63,16272647702.84,4612811197.54,11865788435.74,19468527011.5,203831128.95,34.8546,0.129656,1993.0
600700.0,2020,*ST 数码,,,,,,,,,,,,1996.0
600701.0,2020,退市工新,246071896.89,3478001319.96,9493034362.61,3586747759.79,5906286602.82,20000000,183000000,-6015033042.65,-2078472357.2,15.4238,0.034997,1996.0
600702.0,2020,舍得酒业,1347656248.18,6453963533.93,2672661522.27,2627912256.99,44749265.28,446000000,,3781302011.66,607265717.86,29.953,0.092808,1996.0
600703.0,2020,三安光电,7126490051.6,38975452787.46,9303389323.85,4768356869.34,4535032454.51,1240631896.77,905249000,29672063463.61,1016280048.82,27.0983,0.088343,1996.0
600704.0,2020,物产中大,15350735096.11,106652602556.86,72750871588.28,63959920047.62,8790951540.66,9374017391.53,2045436007.79,33901730968.58,4042972213.47,26.0825,0.102435,1996.0
600705.0,2020,中航产融,110932201922.8,379595095466.82,316477989330.97,218814335630.05,97663653700.92,27303432108.33,46001521205.31,63117106135.85,5269517986.93,39.4453,0.159867,1996.0
600706.0,2020,曲江文旅,488716738.2,3215023707.75,2227204758.16,1186314833.04,1040889925.12,230195908.02,1020387841.86,987818949.59,-71313151.46,53.1592,0.283899,1996.0
600707.0,2020,彩虹股份,6926589444.03,41101944044.46,21314964835.57,10387016285.14,10927948550.43,1901118611.11,10317976624.5,19786979208.89,-916909702.16,31.01,0.170115,1996.0
600708.0,2020,光明地产,9356833200.79,88220251567.59,73600089291.2,55310130704.01,18289958587.19,11199936195.76,14955754624.9,14620162276.39,132890744.55,35.2222,0.150812,1996.0
600709.0,2020,ST 生态,,,,,,,,,,,,1996.0
600710.0,2020,苏美达,5959660691.5,44755728325.84,33780842781.25,31322940223.66,2457902557.59,4583854664.79,1398235808.43,10974885544.59,1675772080.31,34.1019,0.138638,1996.0
600711.0,2020,ST 盛屯,1356839026.44,23233332947.55,12024485913.98,9704143118.98,2320342795,2918103910.51,270165715.53,11208847033.57,213589256.73,20.0248,0.042728,1996.0
600712.0,2020,南宁百货,302590949.47,1804097808.15,910858604.16,871110736.89,39747867.27,274325342.46,,893239203.99,-130252171.16,18.8537,0.069856,1996.0
600713.0,2020,南京医药,1478748709.64,23409571667.81,18589441867.28,17202513844.83,1386928022.45,5110000000,,4820129800.53,470037796.67,23.2151,0.080241,1996.0
600714.0,2020,金瑞矿业,363496171.19,687391535.64,67301123.22,55832423.09,11468700.13,,,620090412.42,3580123.88,42.4973,0.205064,1996.0
600715.0,2020,文投控股,424312996.51,7243344394.45,4427804680.87,3742137510.89,685667169.98,132500000,71750000,2815539713.58,-3513168589.63,20.3461,0.074374,1996.0
600716.0,2020,凤凰股份,2583809831.46,8725324251.56,2654606758.83,2014850931.73,639755827.1,,166665000,6070717492.73,57889175.44,52.1209,0.272015,1996.0
600717.0,2020,天津港,4720460373.07,35982493373.18,13286377655.33,7441831387.17,5844546268.16,1335250000,5662487216.96,22696115717.85,1084631244.46,56.8145,0.323033,1996.0
600718.0,2020,东软集团,2606539668,16407700975,7964994738,6833081892,1131912846,1159732226,503484635,8442706237,-16522959,12.9665,0.032745,1996.0
600719.0,2020,大连热电,522077956.2,2710386230.51,1966771605.51,1078687575.04,888084030.47,473000000,868600000,743614625,9658368.69,32.9051,0.110974,1996.0
600720.0,2020,中交设计,1108512105.03,10999911625.39,2411748714.93,1582708847.14,829039867.79,,448000000,8588162910.46,1548584539.48,13.239,0.033388,1996.0
600721.0,2020,百花医药,45615440.46,974684317.02,350519430.13,308237543.99,42281886.14,,,624164886.89,-319764475.38,21.1991,0.05665,1996.0
600722.0,2020,金牛化工,890103305.87,1239819123.01,113643161.52,113538161.52,105000,,,1126175961.49,17528492.16,36.0517,0.170003,1996.0
600723.0,2020,首商股份,2426107532.4,6526105125.12,2127943852.27,2043040099.8,84903752.47,199500000,,4398161272.85,-34786043.94,58.3192,0.340161,1996.0
600724.0,2020,宁波富达,1541977951.27,4156802714.57,677710139.8,671183121.9,6527017.9,60073887.15,,3479092574.77,562489054.02,76.9525,0.592389,1996.0
